	index	Air Date	Category	Value	Question	Answer
10617	11692	2011-03-07	STATELY FLOWERS	$1600	This is both the state tree & flower of Mississippi	the magnolia
10618	11693	2011-03-07	THE LANGUAGE OF LOVE	$1600	Ani ohev otach	Hebrew
10619	11694	2011-03-07	ON VALENTINE'S DAY	$2000	1912: This state is admitted to the union as our 48th	Arizona
10620	11695	2011-03-07	CANDY IS DANDY	$2000	"In the name of candies with sayings on them, this 12-letter word comes between ""Sweethearts"" & ""Hearts"""	Conversation
10621	11696	2011-03-07	HEARTS	$2000	"Carson McCullers noted that ""The Heart is"" one of these, a 1940 book title"	a Lonely Hunter
10622	11697	2011-03-07	KISS	$2000	Kiss nabbed this guitarist with a playing card in his name via a Village Voice advertisement	Ace Frehley
10623	11698	2011-03-07	STATELY FLOWERS	$1,200	Illinois' flower is the purple this, which is practically saying the same thing twice	violet
10624	11699	2011-03-07	THE LANGUAGE OF LOVE	$2000	Szeretlek	Hungarian
10625	11700	2011-03-04	MARCH 4th!	$200	1902: This organization is founded in Chicago to promote safe roads; it still helps drivers today	AAA
10626	11701	2011-03-04	OPRAH'S FIRSTS	$200	"(<a href=""http://www.j-archive.com/media/2011-03-04_J_21.jpg"" target=""_blank"">Oprah Winfrey gives the clue.</a>)  For a 2005 show on age-defying things for women, I had this part of my body ""stabbed"" with a special gun; I was told the 2 clicks would hurt ""a little"", yeah, right!"	ear
10627	11702	2011-03-04	A REPORTER'S BASIC QUESTIONS	$200	In a Dr. Seuss title, Horton hears him	a Who
10628	11703	2011-03-04	TECH-KNOW	$200	This Apple product that was rolled out in 2010 has a 9.7-inch screen & is 1/2 inch thick	the iPad
10629	11704	2011-03-04	WATER UNDER THE BRIDGE	$200	Under the Hernando De Soto Bridge in Memphis: this river	the Mississippi
10630	11705	2011-03-04	"CROSSWORD CLUES ""H"""	$200	A Japanese-style grill (7)	hibachi
10631	11706	2011-03-04	MARCH 4th!	$400	1789: This document goes into effect	the Constitution
10632	11707	2011-03-04	OPRAH'S FIRSTS	$400	"(<a href=""http://www.j-archive.com/media/2011-03-04_J_22.jpg"" target=""_blank"">Oprah Winfrey gives the clue.</a>)  In 2005 I said Wisteria Lane ""seems like such a nice quiet street where nothing much ever happens"" when I guest starred as a new neighbor on this show"	Desperate Housewives
10633	11708	2011-03-04	A REPORTER'S BASIC QUESTIONS	$400	This word found on most lightbulbs is the unit of power equivalent to one joule per second	a watt
10634	11709	2011-03-04	TECH-KNOW	$400	"<a href=""http://www.j-archive.com/media/2011-03-04_J_08.jpg"" target=""_blank"">Here</a> you can clearly see the logo of this hi-def format for home theaters in 1080p"	Blu-ray
10635	11710	2011-03-04	WATER UNDER THE BRIDGE	$400	Beneath the Bay Bridge in Maryland: this bay	the Chesapeake
10636	11711	2011-03-04	"CROSSWORD CLUES ""H"""	$400	A plant eater (9)	herbivore
10637	11712	2011-03-04	MARCH 4th!	$600	1845: He is inaugurated as the 11th president	Polk
10638	11713	2011-03-04	OPRAH'S FIRSTS	$600	"(<a href=""http://www.j-archive.com/media/2011-03-04_J_24.wmv"">Oprah Winfrey gives the clue.</a>)  In 1994, 8 years after I vowed to do it, I ran a full one of these--the Marine Corps one in D.C.; it took me 4:29:15, but I did it!"	a marathon
10639	11714	2011-03-04	A REPORTER'S BASIC QUESTIONS	$600	"This word precedes ""in the course of human events"""	when
10640	11715	2011-03-04	TECH-KNOW	$600	smugmug.com lets you share these & back them up	pictures (or photographs)
10641	11716	2011-03-04	WATER UNDER THE BRIDGE	$1,000	Under the Petofi Bridge in Budapest: this river	the Danube
10642	11717	2011-03-04	"CROSSWORD CLUES ""H"""	$600	A fraud or a fake (4)	hoax
10643	11718	2011-03-04	MARCH 4th!	$800	1933: 5 years before the Anschluss, Prime Minister Dollfuss dissolves this nation's parliament	Austria
10644	11719	2011-03-04	OPRAH'S FIRSTS	$800	"(<a href=""http://www.j-archive.com/media/2011-03-04_J_25.jpg"" target=""_blank"">Oprah Winfrey gives the clue.</a>)  In 2002 I worked the drivethrough at this fast food chain; a customer (who turned out to be my own lawyer!) complained about the slow service, then drove around & got a big surprise, ""I'm lovin' it!"""	McDonald's
10645	11720	2011-03-04	A REPORTER'S BASIC QUESTIONS	$800	"The first word that's missing from the song title ""Have All The Flowers Gone"""	where
10646	11721	2011-03-04	TECH-KNOW	$800	Copying info from a computer to a CD is called burning; doing the reverse is this other destructive term	ripping
10647	11722	2011-03-04	WATER UNDER THE BRIDGE	$800	Beneath the Rialto Bridge in Venice: this busy waterway	the Grand Canal
10648	11723	2011-03-04	"CROSSWORD CLUES ""H"""	$800	A pagan (7)	heathen
10649	11724	2011-03-04	MARCH 4th!	$1000	1887: When Benz is still a competitor, this man unveils his first car	(Gottleib) Daimler
10650	11725	2011-03-04	OPRAH'S FIRSTS	$1000	"(<a href=""http://www.j-archive.com/media/2011-03-04_J_26.jpg"" target=""_blank"">Oprah Winfrey gives the clue.</a>) In 2003 I learned to ""let go of my feet"" when I ""flew"" in the harness this ""Titanic"" singer used in her $95 million theatre at Caesars in Las Vegas"	Celine Dion
10651	11726	2011-03-04	A REPORTER'S BASIC QUESTIONS	$1000	It's what the doctor was asked during the illness of sewing machine inventor Elias	"how (or, really, ""How is Howe?"")"
10652	11727	2011-03-04	TECH-KNOW	$1000	"Seen <a href=""http://www.j-archive.com/media/2011-03-04_J_12.jpg"" target=""_blank"">here</a> is an icon for this 3-letter service that feeds you updates on your favorite web sites"	RSS
10653	11728	2011-03-04	WATER UNDER THE BRIDGE	$1000	Beneath the Vasco da Gama Bridge in Lisbon: this river	the Tagus
10654	11729	2011-03-04	"CROSSWORD CLUES ""H"""	$1000	Excessive arrogance or pride (6)	hubris
10655	11730	2011-03-04	THE HUMAN BODY	$400	Just below the adrenal glands, these bean-shaped organs are each about the size of a large bar of soap	the kidneys
10656	11731	2011-03-04	AUTHORS	$400	"This Garp creator also wrote the children's book ""A Sound Like Someone Trying Not to Make a Sound"""	(John) Irving
10657	11732	2011-03-04	LATIN LOVER NEEDED	$400	"""Against"", as in a lawsuit"	versus
10658	11733	2011-03-04	ART & MUSIC	$400	Over 4,500 years old, a seated lyre player from the Cyclades is an early treasure of this country's art	Greece
10659	11734	2011-03-04	THESE BOOTS	$400	"""Don't forget"" these waterproof boots worn over the shoes is one of Gwyneth Paltrow's tips for visiting London"	galoshes
10660	11735	2011-03-04	MADE FOR WALKEN	$400	1977: Duane Hall, a brother	Annie Hall
10661	11736	2011-03-04	THE HUMAN BODY	$800	"(<a href=""http://www.j-archive.com/media/2011-03-04_DJ_26.jpg"" target=""_blank"">Sarah of the Clue Crew shows an anatomical diagram on the monitor.</a>)  The mammalian tubes named for Italian anatomist Gabriel Fallopius connects the ovaries to the upper part of this organ"	the uterus
10662	11737	2011-03-04	AUTHORS	$800	"She followed up ""Eat, Pray, Love"" with a book on marriage called ""Committed"""	(Elizabeth) Gilbert
10663	11738	2011-03-04	LATIN LOVER NEEDED	$800	"""For the time being"", like a senator presiding over the Senate"	pro tem.
10664	11739	2011-03-04	ART & MUSIC	$800	"Vermeer's ""Music Lesson"" shows a chaste young lady at the keyboard instrument fittingly called this"	a virginal
10665	11740	2011-03-04	MADE FOR WALKEN	$800	1999: Hessian Horseman, an antagonist	Sleepy Hollow
10666	11741	2011-03-04	THE HUMAN BODY	$1200	"Appropriately, the name of this blood vessel means ""great artery"""	aorta
10667	11742	2011-03-04	AUTHORS	$1200	"On his 1950 death, this man who looked into the future was called ""The Wintry Conscience of a Generation"""	George Orwell
10668	11743	2011-03-04	LATIN LOVER NEEDED	$2,500	"""By each head"", in a country"	per capita
10669	11744	2011-03-04	ART & MUSIC	$1200	"<a href=""http://www.j-archive.com/media/2011-03-04_DJ_08.jpg"" target=""_blank"">This</a> pianist & composer was painted by Delacroix in the 1830s, the decade when he became a force in Paris"	Frédéric Chopin
10670	11745	2011-03-04	THESE BOOTS	$1200	Following a day on the slopes, warm up your tootsies in a pair of these boots whose French name says what they're for	après-ski boots
10671	11746	2011-03-04	MADE FOR WALKEN	$2,500	2007: Wilbur Turnblad, a father	Hairspray
10672	11747	2011-03-04	THE HUMAN BODY	$1600	"(<a href=""http://www.j-archive.com/media/2011-03-04_DJ_24.wmv"">Sarah of the Clue Crew shows an anatomical animation on the monitor.</a>)  The joint in your neck that allows you to move your head from side to side is classified as this type, which rotates around a central axis"	a pivot joint
10673	11748	2011-03-04	AUTHORS	$1600	"His greatest novel was a commercial flop, so he supported his family with stories like ""Bartleby the Scrivener"""	(Herman) Melville
10674	11749	2011-03-04	LATIN LOVER NEEDED	$1600	"""Elsewhere""--in English, it's an excuse"	alibi
10675	11750	2011-03-04	ART & MUSIC	$1600	"Pictures by artist Victor Hartmann inspired Mussorgsky's ""Pictures at"" one of these"	an Exhibition
10676	11751	2011-03-04	THESE BOOTS	$1600	"Yupik for ""bearded seal"" gives us the name of these soft boots worn by Eskimos"	mukluks
10677	11752	2011-03-04	MADE FOR WALKEN	$1600	2002: Frank Abagnale, a father	Catch Me If You Can
10678	11753	2011-03-04	THE HUMAN BODY	$2000	Broca's speech area is in the frontal lobe of this largest portion of the brain	the cerebrum
10679	11754	2011-03-04	AUTHORS	$2000	"A Pulitzer for ""American Pastoral"" is one of the honors bestowed on this Newarker"	(Philip) Roth
10680	11755	2011-03-04	LATIN LOVER NEEDED	$2000	"""By the fact itself"""	ipso facto
10681	11756	2011-03-04	ART & MUSIC	$2000	"This patron saint of music has often been depicted in art, as <a href=""http://www.j-archive.com/media/2011-03-04_DJ_10.jpg"" target=""_blank"">here</a> in a work of around 1600"	Saint Cecilia
10682	11757	2011-03-04	THESE BOOTS	$2000	"Boots from this brand, whose logo is seen <a href=""http://www.j-archive.com/media/2011-03-04_DJ_27.jpg"" target=""_blank"">here</a>, were worn by soldiers on both sides of the American Civil War"	Frye
10683	11758	2011-03-04	MADE FOR WALKEN	$2000	1989: Whitley Strieber, an abductee?	Communion
10684	11759	2011-03-03	STATE NICKNAMES	$200	"It's called the ""Smallest State"" for a reason"	Rhode Island
10685	11760	2011-03-03	ALPHABET ROCKERS	$200	"These rappers remixed Aerosmith's ""Walk This Way"" into a Top 10 hit in 1986"	Run–D.M.C.
10686	11761	2011-03-03	SPECIAL MONTHS	$200	Shape Up U.S. Month & Get Organized Month	January
10687	11762	2011-03-03	THE INSTRUMENT OF DEATH	$200	In 1793 Jean-Paul Marat was retired in the bath with one of these	a knife
10688	11763	2011-03-03	WHAT A NICE PAIR!	$200	Before it went preppy, this pair's store outfitted expeditions such as Charles Lindbergh's & Admiral Byrd's	Abercrombie & Fitch
10689	11764	2011-03-03	"""TIME""LY WORDS"	$200	In this technique, a slow process such as plant growth is photographed at intervals & unfolds at high speed	time-lapse photography
10690	11765	2011-03-03	STATE NICKNAMES	$400	"It's ""the Peninsula State"" because, well, because most of its area is a peninsula"	Florida
10691	11766	2011-03-03	ALPHABET ROCKERS	$400	"Their Texas boogie rock hits include ""Gimme All Your Lovin"" & ""Sharp Dressed Man"""	ZZ Top
10692	11767	2011-03-03	SPECIAL MONTHS	$400	Library Lovers' Month & Black History Month	February
10693	11768	2011-03-03	THE INSTRUMENT OF DEATH	$400	"In 1914 Franz Ferdinand didn't say ""Take Me Out"" but was anyway, via this"	a gunshot
10694	11769	2011-03-03	WHAT A NICE PAIR!	$400	"This 3-word legal ""order"" is issued to one whose business practices are deemed to be illegal or unfair"	cease and desist
10695	11770	2011-03-03	"""TIME""LY WORDS"	$400	Arrangement in which employees set their own work schedules, especially their starting & finishing hours	flex time
10696	11771	2011-03-03	STATE NICKNAMES	$600	"It's not only the ""Mother of Presidents"", it's the ""Mother of Statesmen"" as well"	Virginia
10697	11772	2011-03-03	ALPHABET ROCKERS	$600	"Their hit song ""Man On The Moon"" is a musical tribute to comedian Andy Kaufman"	R.E.M.
10698	11773	2011-03-03	SPECIAL MONTHS	$600	National Craft Month & Irish-American Heritage Month	March
10699	11774	2011-03-03	THE INSTRUMENT OF DEATH	$600	In 1940 Leon Trotsky, not one of his employees, got this	the axe
10700	11775	2011-03-03	WHAT A NICE PAIR!	$600	According to legend, Rome was founded in 753 B.C. by these twins; one died & the other named the city for himself	Romulus & Remus
10701	11776	2011-03-03	"""TIME""LY WORDS"	$600	A schedule listing arrivals & departures for buses or trains	a timetable
10702	11777	2011-03-03	STATE NICKNAMES	$800	"The vast quantities of grapes grown there have caused this state to become known as ""the Grape State"""	California
10703	11778	2011-03-03	ALPHABET ROCKERS	$800	"This '80s hair band from Illinois topped the charts with ""Keep On Loving You"" & ""Can't Fight This Feeling"""	R.E.O. Speedwagon
10704	11779	2011-03-03	SPECIAL MONTHS	$800	Navajo Code Talkers Month & National Salsa Month	May
10705	11780	2011-03-03	THE INSTRUMENT OF DEATH	$800	In 1880 outlaw Ned Kelly was doing this around Melbourne	hanging
10706	11781	2011-03-03	WHAT A NICE PAIR!	$800	"""Attack of the Deranged Mutant Killer Monster Snow Goons"" is a collection of comics with this boy & tiger combo"	Calvin & Hobbes
10707	11782	2011-03-03	"""TIME""LY WORDS"	$800	"Scott Joplin wrote, ""Never play"" this style of music ""fast"""	ragtime
10708	11783	2011-03-03	STATE NICKNAMES	$1000	"Arbor Day likely helped it become ""the Tree Planters State"""	Nebraska
10709	11784	2011-03-03	ALPHABET ROCKERS	$1000	This U.K. reggae-pop band with hits in the '80s & '90s took its name from a British unemployment form	UB40
10710	11785	2011-03-03	SPECIAL MONTHS	$1,800	PTA Membership Enrollment Month (in many states) & National Preparedness Month	September
10711	11786	2011-03-03	THE INSTRUMENT OF DEATH	$1000	In 1946, in order to avoid the noose, Hermann Goering picked his this	poison pill (cyanide accepted)
10712	11787	2011-03-03	WHAT A NICE PAIR!	$1000	Judges 16 details the hairy adventures of this noted twosome	Samson & Delilah
10713	11788	2011-03-03	"""TIME""LY WORDS"	$1000	"""Army Wives"" is the most-watched original series in this cable network's 25-year history"	Lifetime
10714	11789	2011-03-03	WILL U.	$400	The college named for this historic duo is in Williamsburg, Virginia	William & Mary
10715	11790	2011-03-03	MARY: ME	$400	Me: Mary McCauly, known as this for bringing water to the Patriots at the Battle of Monmouth	Molly Pitcher
10716	11791	2011-03-03	WHAT'S IN YOUR WALLET?	$400	Some postage stamps from the animal rescue series that say adopt a pet from one of these	a shelter
10717	11792	2011-03-03	TV CITY SETTINGS	$400	"""Boardwalk Empire"""	Atlantic City
10718	11793	2011-03-03	STARTS WITH A BODY PART	$400	It's what you leave behind--money, wisdom, something that's part of your history	your legacy
10719	11794	2011-03-03	THE SYDNEY OPERA HOUSE	$400	"(<a href=""http://www.j-archive.com/media/2011-03-03_DJ_23.jpg"" target=""_blank"">Sarah of the Clue Crew reports from outside the Opera House in Sydney, Australia.</a>) In 1973, ""The Magic Flute"", which included a queen character, was the first performance given here, & in the hall on opening night was this woman, who officially opened the Opera House"	Queen Elizabeth
10720	11795	2011-03-03	WILL U.	$800	The university named for him is in Bristol, Rhode Island	Roger Williams
10721	11796	2011-03-03	MARY: ME	$800	"Me: Mary Anne Talbot, known as the ""British"" this type of warrior woman for serving in the army & navy disguised as a man"	an Amazon
10722	11797	2011-03-03	WHAT'S IN YOUR WALLET?	$800	My rewards card from this bookstore chain that has its headquarters in Ann Arbor, Michigan	Borders
10723	11798	2011-03-03	TV CITY SETTINGS	$800	"""The Practice"""	Boston
10724	11799	2011-03-03	STARTS WITH A BODY PART	$800	The name of this Japanese religion actually comes from Chinese words	Shinto
10725	11800	2011-03-03	THE SYDNEY OPERA HOUSE	$800	"(<a href=""http://www.j-archive.com/media/2011-03-03_DJ_27.jpg"" target=""_blank"">Kelly of the Clue Crew reports from inside the Opera House in Sydney, Australia.</a>)  To compensate for the <a href=""http://www.j-archive.com/media/2011-03-03_DJ_27a.jpg"" target=""_blank"">high ceilings</a> in the concert hall, <a href=""http://www.j-archive.com/media/2011-03-03_DJ_27b.jpg"" target=""_blank"">acrylic rings</a> were hung to reflect the sound of the instruments back to the orchestra & to improve this, from the Greek for ""to hear"""	the acoustics
10726	11801	2011-03-03	WILL U.	$1200	The university named for this 27th president has no classrooms (or bathtubs); it teaches all its courses online	(William Howard) Taft
10727	11802	2011-03-03	MARY: ME	$1200	Me: Mary of Lorraine, regent of this country for my 12-year-old daughter, Mary Stuart	Scotland
10728	11803	2011-03-03	WHAT'S IN YOUR WALLET?	$1200	A ticket stub from a concert at this outdoor venue, the summer home of the L.A. Philharmonic	the Hollywood Bowl
10729	11804	2011-03-03	TV CITY SETTINGS	$1200	"""The Mentalist"""	Sacramento
10730	11805	2011-03-03	STARTS WITH A BODY PART	$1200	Breaker, breaker--it's a nickname used by a CB enthusiast while broadcasting	a handle
10731	11806	2011-03-03	THE SYDNEY OPERA HOUSE	$1200	"(<a href=""http://www.j-archive.com/media/2011-03-03_DJ_28.jpg"" target=""_blank"">Kelly of the Clue Crew reports from inside the Opera House in Sydney, Australia</a>)  In March 2010, just shy of 90, <a href=""http://www.j-archive.com/media/2011-03-03_DJ_28a.jpg"" target=""_blank"">this</a> sitar virtuoso performed on the opera house stage with his daughter Anoushka in his ""Farewell to Australia"" tour"	Ravi Shankar
10732	11807	2011-03-03	WILL U.	$2,000	The university named for this river is just across the street from Oregon's Capitol building	the Willamette
10733	11808	2011-03-03	MARY: ME	$1600	Me: Mary Mallon, & I'm not too crazy about this nickname--anyone can be a carrier	Typhoid Mary
10734	11809	2011-03-03	WHAT'S IN YOUR WALLET?	$1600	My Red Cross blood donor id card with my blood type, AB positive, known as the universal this	recipient
10735	11810	2011-03-03	TV CITY SETTINGS	$1600	"""Castle"""	New York
10736	11811	2011-03-03	STARTS WITH A BODY PART	$2,000	"The fur of this rodent seen <a href=""http://www.j-archive.com/media/2011-03-03_DJ_21.jpg"" target=""_blank"">here</a> is said to be 30 times softer than human hair"	the chinchilla
10737	11812	2011-03-03	THE SYDNEY OPERA HOUSE	$1600	"(<a href=""http://www.j-archive.com/media/2011-03-03_DJ_29.jpg"" target=""_blank"">Sarah of the Clue Crew reads from in front of the Opera House in Sydney, Australia</a>) As the story goes, Danish architect Jorn Utzon's winning design for the opera house was saved from the rejection pile by <a href=""http://www.j-archive.com/media/2011-03-03_DJ_29a.jpg"" target=""_blank"">this</a> famed architect from Finland"	(Eero) Saarinen
10738	11813	2011-03-03	WILL U.	$2000	The university named for this Quaker leader is in Oskaloosa, Iowa, not Altoona or Monongahela	William Penn
10739	11814	2011-03-03	MARY: ME	$2000	"Me: Mary Rowlandson, author of an account of my 1676 captivity during the war of this Native Amer. ""king"""	King Philip
10740	11815	2011-03-03	WHAT'S IN YOUR WALLET?	$2000	"A picture of my pooch--<a href=""http://www.j-archive.com/media/2011-03-03_DJ_26.jpg"" target=""_blank"">this</a> Swiss mountain dog"	a Bernese
10741	11816	2011-03-03	TV CITY SETTINGS	$2000	"""Thirtysomething"""	Philadelphia
10742	11817	2011-03-03	STARTS WITH A BODY PART	$2000	It's a temporary stopping of warfare by mutual consent	an armistice
10743	11818	2011-03-03	THE SYDNEY OPERA HOUSE	$2000	"(<a href=""http://www.j-archive.com/media/2011-03-03_DJ_30.jpg"" target=""_blank"">Sarah of the Clue Crew reports from the stage of the Opera House in Sydney, Australia.</a>)  In September 2009, this 65-year-old dame of Maori descent thrilled audiences here on the Opera House stage, singing Strauss & Puccini"	(Kiri Te) Kanawa
10744	11819	2011-03-02	WHO WROTE IT?	$200	"An author: ""Big Brother is watching you"""	Orwell
10745	11820	2011-03-02	FOLK STORIES	$200	His real name was John Chapman & his claim to fame was planting a series of nurseries from the Alleghenies to the Midwest	Johnny Appleseed
10746	11821	2011-03-02	4-SYLLABLE WORDS	$200	A member of the Grand Old Party	Republican
10747	11822	2011-03-02	SCOTT, PILGRIM	$200	Scott, can you tell me of this English city whence the Mayflower set sail to reach the New World?	Plymouth
10748	11823	2011-03-02	VS.	$200	In 2010 it was Saints vs. Colts for the championship of this league	the National Football League
10749	11824	2011-03-02	THE WORLD	$200	Honolulu County is on this island	Oahu
10750	11825	2011-03-02	WHO WROTE IT?	$400	"An ancient fabulist: ""Don't count your chickens before they hatch"""	Aesop
10751	11826	2011-03-02	FOLK STORIES	$400	Febold Feboldson, in an attempt to end one of these in Nebraska, built huge bonfires around lakes to make clouds	a drought
10752	11827	2011-03-02	4-SYLLABLE WORDS	$400	"This type of ""theory"" explains how an event results from a plot by a covert group"	conspiracy
10753	11828	2011-03-02	SCOTT, PILGRIM	$400	Scott, wasn't it nice of the Wampanoag tribe to teach us how to make this dish of beans & corn?	succotash
10754	11829	2011-03-02	VS.	$400	You might see Magic vs. Wizards or Grizzlies vs. Timberwolves at one of this league's games	the NBA
10755	11830	2011-03-02	THE WORLD	$400	This mountain, a symbol of Japan, is known for its 5 lakes & 8 mini-peaks	Mt. Fuji
10756	11831	2011-03-02	WHO WROTE IT?	$600	"A female poet: ""How do I love thee?  Let me count the ways"""	Elizabeth Barrett Browning
10757	11832	2011-03-02	FOLK STORIES	$600	It took 5 giant storks to deliver this folk hero to his parents in Maine; later he moved to Minnesota	Paul Bunyan
10758	11833	2011-03-02	4-SYLLABLE WORDS	$4,200	"When speaking about matters of faith, ""ex cathedra"", the Pope is said to be this, meaning he can't be wrong"	infallible
10759	11834	2011-03-02	SCOTT, PILGRIM	$600	"Hey Scott, it's Nov. 11, 1620; it's time to sign the document called ""the Mayflower"" this"	Compact
10760	11835	2011-03-02	VS.	$600	From 2003 to 2009 the men's final in this British tournament was somebody vs. Roger Federer	Wimbledon
10761	11836	2011-03-02	THE WORLD	$600	"The trail named for these people led from Cuzco to Intipunku, ""the gateway of the sun"", & on to Machu Picchu"	the Incans
10762	11837	2011-03-02	WHO WROTE IT?	$800	"A Revolutionary pamphleteer: ""These are the times that try men's souls"""	Thomas Paine
10763	11838	2011-03-02	FOLK STORIES	$800	Legend says he died trying to clear Big Bend tunnel in West Virginia; no word on that big hammer	John Henry
10764	11839	2011-03-02	4-SYLLABLE WORDS	$800	"""Wise fool"" is an example of this 8-letter figure of speech"	oxymoron
10765	11840	2011-03-02	SCOTT, PILGRIM	$800	Scott, as a Pilgrim, you must adhere to this stern Protestant movement, an offshoot of Calvinism	Puritanism
10766	11841	2011-03-02	VS.	$800	If you're watching Harvard vs. Yale, you're watching a competition in this 8-school group	the Ivy League
10767	11842	2011-03-02	THE WORLD	$800	I see this city, the capital of Uruguay	Montevideo
10768	11843	2011-03-02	WHO WROTE IT?	$1000	"A 19th century German philosopher: ""God is dead"""	Nietzsche
10769	11844	2011-03-02	FOLK STORIES	$1000	Don't tell Sasquatch, but Texas folk hero William Wallace had this nickname	Bigfoot
10770	11845	2011-03-02	4-SYLLABLE WORDS	$1000	"Essential or basic; a literacy organization says ""Reading Is"" it"	fundamental
10771	11846	2011-03-02	SCOTT, PILGRIM	$1000	Scott, did you hear Gov. Bradford made this Indian, aka Tisquantum, an emissary; his English is remarkable!	Squanto
10772	11847	2011-03-02	VS.	$1000	It was Topalov vs. Anand for the 2010 world title in this board game	chess
10773	11848	2011-03-02	THE WORLD	$1000	These nomadic people of southern Kenya build huts in a circle to create a boma, or village	Masai
10774	11849	2011-03-02	FIRST THINGS FIRST	$400	Issued in New Haven, Connecticut in 1878, the first one of these listed about 50 names & businesses	a phone book
10775	11850	2011-03-02	COPPING OUT AT THE MOVIES	$400	Reach for the sky!  In 2010 Tom Hanks returned for a third time to provide the voice of this sheriff	Woody
10776	11851	2011-03-02	ART -ISMS	$400	"U.S. Regionalism produced the work seen <a href=""http://www.j-archive.com/media/2011-03-02_DJ_29.jpg"" target=""_blank"">here</a>; <a href=""http://www.j-archive.com/media/2011-03-02_DJ_29a.jpg"" target=""_blank"">this</a> title object in the center was also a subject for Monet"	a haystack
10777	11852	2011-03-02	BOTANY	$400	This smooth-skinned variety of peach can sometimes be found on the same tree as its fuzzy brethren	a nectarine
10778	11853	2011-03-02	DISCOVERIES	$400	These sacred scrolls found at Qumran in 1947 have yielded many insights into early Christianity & Rabbinic Judaism	the Dead Sea scrolls
10779	11854	2011-03-02	ENDS WITH THE SAME 2 LETTERS	$400	"This word describing the numbers 3 & 15 can also mean ""eccentric"""	odd
10780	11855	2011-03-02	FIRST THINGS FIRST	$800	Opened in Houston in 1965, it was the first fully enclosed sports stadium; today, it bears the Reliant name as well	the Astrodome
10781	11856	2011-03-02	COPPING OUT AT THE MOVIES	$800	No jokering around!  Gary Oldman's James Gordon got a promotion to commissioner in this 2008 film	The Dark Knight
10782	11857	2011-03-02	ART -ISMS	$800	Abstract expressionism has been called the first movement to develop independently in this country	the United States
10783	11858	2011-03-02	BOTANY	$800	They are the individual parts of a flower's corolla	petals
10784	11859	2011-03-02	DISCOVERIES	$800	In 1882 Robert Koch discovered the microbe that causes this lung disease, TB for short	tuberculosis
10785	11860	2011-03-02	ENDS WITH THE SAME 2 LETTERS	$800	Someone from Helsinki	a Finn
10786	11861	2011-03-02	FIRST THINGS FIRST	$1200	"<a href=""http://www.j-archive.com/media/2011-03-02_DJ_23.jpg"" target=""_blank"">Seen</a> <a href=""http://www.j-archive.com/media/2011-03-02_DJ_23a.jpg"" target=""_blank"">here</a>, 16-year-old Margaret Gorman was the first person to be given this beauty title"	Miss America
10787	11862	2011-03-02	COPPING OUT AT THE MOVIES	$1200	"Let's Segway to this Kevin James title guy, a New Jersey ""Mall Cop"""	Paul Blart
10788	11863	2011-03-02	ART -ISMS	$1200	The French movement Fauvism relied on bold use of these, such as jaune & pourpre	colors
10789	11864	2011-03-02	BOTANY	$1200	Bracken, a species of this green nonflowering plant, has large triangular fronds & is found worldwide	a fern
10790	11865	2011-03-02	DISCOVERIES	$1200	James Marshall, whose discovery began this 1849 frenzy, died poor in Kelsey, California	the California Gold Rush
10791	11866	2011-03-02	ENDS WITH THE SAME 2 LETTERS	$1200	"This sudden indulgence in an activity may follow ""spending"""	spree
10792	11867	2011-03-02	FIRST THINGS FIRST	$1600	In 1731 the USA's first circulating library was founded in this city	Philadelphia
10793	11868	2011-03-02	COPPING OUT AT THE MOVIES	$1600	Mais oui!  In 2006 Monsieur Steve Martin played zis--I mean, this--bumbling detective	Inspector Clouseau
10794	11869	2011-03-02	ART -ISMS	$1600	In the 19th century Aestheticism said art exists to provide this, with no relation to society or morality	beauty
10795	11870	2011-03-02	BOTANY	$400	Varieties of this flower  include Leen Van Der Mark, Orange Emperor & Apeldoorn	the tulip
10796	11871	2011-03-02	DISCOVERIES	$1600	A 35,000-year-old flute discovered in a cave is made from the ivory of this animal, extinct for thousands of years	a woolly mammoth
10797	11872	2011-03-02	ENDS WITH THE SAME 2 LETTERS	$1600	Goodbye!	toodle-oo (or farewell)
10798	11873	2011-03-02	FIRST THINGS FIRST	$1,800	Not surprisingly, the first architecture dept. at a college was established at this Boston-area school in 1865	MIT (Massachusetts Institute of Technology)
10799	11874	2011-03-02	COPPING OUT AT THE MOVIES	$2000	"He did a ""Hitch"" as Del Spooner, a robot-hating Chicago cop investigating a murder in 2004's ""I, Robot"""	(Will) Smith
10800	11875	2011-03-02	ART -ISMS	$2000	"(<a href=""http://www.j-archive.com/media/2011-03-02_DJ_08.jpg"" target=""_blank"">Kelly of the Clue Crew shows a painting on the monitor.</a>) Seurat's painting of the ""Circus Sideshow"" uses this new Impressionist technique, featuring <a href=""http://www.j-archive.com/media/2011-03-02_DJ_08a.jpg"" target=""_blank"">small dots & brush strokes</a> that, from a distance, create blended color"	pointillism
10801	11876	2011-03-02	BOTANY	$2000	This orange pigment first isolated in carrots in 1881 is also found in pumpkins & sweet potatoes	carotene
10802	11877	2011-03-02	DISCOVERIES	$2000	Only weeks after this planet was discovered in 1846, William Lassell discovered its largest moon, Triton	Neptune
10803	11878	2011-03-02	ENDS WITH THE SAME 2 LETTERS	$2000	A marsh or bog, or any muddled situation	a morass
